CAR_ID,TRIPS,TIME_INTERVALS,ENGINE_OIL,COOLANT,BATTERY,LIGHTS,WHEEL_ALIGNMENT,CLEANING,OIL_FILTER
Car2,T2,30,30,220,191,0,0,1,no
Car2,T2,35,30,225,190,0,0,1,no
Car2,T2,40,30,225,184,0,0,1,no
Car2,T2,45,30,230,181,0,0,1,no
Car2,T2,50,30,230,173,0,0,1,no
Car2,T2,55,30,235,173,0,0,1,no
Car2,T2,60,30,240,172,0,0,0,no
Car2,T3,5,30,80,172,1,0,0,no
Car2,T3,10,30,80,171,1,0,0,no
Car2,T3,15,30,80,168,1,0,0,no
Car2,T3,20,30,80,167,1,0,0,no
Car2,T3,25,30,80,165,1,0,0,no
Car2,T3,30,30,80,162,1,0,0,no
Car2,T3,35,30,80,162,1,0,0,no
Car2,T3,40,30,80,160,1,0,0,no
Car2,T3,45,30,90,160,1,0,0,no
Car2,T3,50,20,90,158,1,0,0,no
Car2,T3,55,20,90,158,1,0,0,no
Car2,T3,60,20,90,157,1,0,0,no
Car2,T4,5,20,90,157,1,0,0,no
Car2,T4,10,20,90,157,1,0,0,no
Car2,T4,15,20,90,156,1,0,0,no
Car2,T4,20,20,90,156,1,0,0,no
Car2,T4,25,20,90,145,1,0,0,no
Car2,T4,30,60,90,145,1,0,0,no
Car2,T4,35,60,100,145,1,0,0,no
Car2,T4,40,60,100,143,1,0,0,no
Car2,T4,45,60,100,143,1,0,0,no
Car2,T4,50,60,100,120,1,0,0,no
Car2,T4,55,60,100,120,1,0,0,no
Car2,T4,60,60,135,118,1,0,0,no
Car2,T5,5,60,135,118,1,-1,0,no
Car2,T5,10,60,140,100,1,-1,0,no
Car2,T5,15,60,140,100,1,-1,0,no
Car2,T5,20,60,145,95,1,-1,0,no
Car2,T5,25,60,150,95,1,-1,0,no
Car2,T5,30,60,150,95,1,-1,0,no
Car2,T5,35,60,150,80,1,-1,0,no
Car2,T5,40,60,150,80,1,-1,0,no
Car2,T5,45,60,150,74,1,-1,0,no
Car2,T5,50,60,150,74,1,-1,0,no
Car2,T5,55,60,150,71,1,-1,0,no
Car2,T5,60,60,155,70,1,-1,0,no
Car2,T6,5,60,160,200,1,0,0,no
Car2,T6,10,60,160,200,1,0,0,no
Car2,T6,15,60,160,195,1,0,0,no
Car2,T6,20,60,165,195,1,0,0,no
Car2,T6,25,60,170,194,1,0,0,no
Car2,T6,30,50,170,191,1,0,0,no
Car2,T6,35,50,180,190,1,0,0,no
Car2,T6,40,50,180,184,1,0,0,no
Car2,T6,45,50,180,181,1,0,0,no
Car2,T6,50,50,180,173,1,0,0,no
Car2,T6,55,50,180,173,1,0,0,no
Car2,T6,60,50,200,172,1,0,1,no
Car2,T7,5,50,200,172,0,0,1,no
Car2,T7,10,50,200,171,0,0,1,no
Car2,T7,15,50,210,168,0,0,1,no
Car2,T7,20,50,215,167,0,0,1,no
Car2,T7,25,50,220,165,0,0,1,no
Car2,T7,30,40,220,162,0,0,1,no
Car2,T7,35,40,225,162,0,0,1,no
Car2,T7,40,40,225,160,0,0,1,no
Car2,T7,45,40,230,160,0,0,1,no
Car2,T7,50,40,230,158,0,0,1,no
Car2,T7,55,40,235,158,0,0,1,no
Car2,T7,60,30,240,157,0,0,0,no
Car2,T8,5,30,80,157,1,0,0,no
Car2,T8,10,30,80,157,1,0,0,no
Car2,T8,15,30,80,156,1,0,0,no
Car2,T8,20,30,80,156,1,0,0,no
Car2,T8,25,30,80,145,1,0,0,no
Car2,T8,30,30,80,145,1,0,0,no
Car2,T8,35,30,80,145,1,0,0,no
Car2,T8,40,30,80,143,1,0,0,no
Car2,T8,45,30,90,143,1,0,0,no
Car2,T8,50,30,90,120,1,0,0,no
Car2,T8,55,30,90,120,1,0,0,no
Car2,T8,60,30,90,118,1,0,0,no
Car2,T9,5,30,90,118,1,0,0,no
Car2,T9,10,30,90,100,1,0,0,no
Car2,T9,15,30,90,100,1,0,0,no
Car2,T9,20,20,90,95,1,0,0,no
Car2,T9,25,20,90,95,1,0,0,no
Car2,T9,30,20,90,95,1,0,0,no
Car2,T9,35,20,100,80,1,0,0,no
Car2,T9,40,20,100,80,1,0,0,no
Car2,T9,45,20,100,74,1,0,0,no
Car2,T9,50,20,100,74,1,0,0,no
Car2,T9,55,20,100,71,1,0,0,no
Car2,T9,60,20,135,70,1,0,0,no
Car2,T10,5,60,135,65,1,0,0,no
Car2,T10,10,60,140,61,1,0,0,no
Car2,T10,15,60,140,60,1,0,0,no
Car2,T10,20,60,145,54,1,0,0,no
Car2,T10,25,60,150,51,1,0,0,no
Car2,T10,30,60,150,50,1,0,0,no
Car2,T10,35,60,150,45,1,0,0,no
Car2,T10,40,60,150,45,1,0,0,no
Car2,T10,45,60,150,43,1,0,0,no
Car2,T10,50,50,150,41,1,0,0,no
Car2,T10,55,50,150,40,1,0,0,no
Car2,T10,60,50,155,35,1,0,0,no
Car3,T1,5,30,200,65,1,0,0,no
Car3,T1,10,30,200,61,1,0,0,no
Car3,T1,15,30,210,60,1,0,0,no
Car3,T1,20,30,215,54,1,0,0,no
Car3,T1,25,20,220,51,1,0,0,no
Car3,T1,30,20,220,50,1,0,0,no
Car3,T1,35,20,225,45,1,0,0,no
Car3,T1,40,20,225,45,1,0,0,no
Car3,T1,45,20,230,43,1,0,0,no
Car3,T1,50,20,230,41,1,0,0,no
Car3,T1,55,20,235,40,1,0,0,no
Car3,T1,60,20,240,35,1,0,0,no
Car3,T2,5,60,80,35,1,0,0,yes
Car3,T2,10,60,80,34,1,0,0,yes
Car3,T2,15,60,80,34,1,0,0,yes
Car3,T2,20,60,80,33,1,0,0,yes
Car3,T2,25,60,80,32,1,0,0,yes
Car3,T2,30,60,80,30,1,0,0,yes
Car3,T2,35,60,80,26,1,0,0,yes
Car3,T2,40,60,80,26,1,0,0,yes
Car3,T2,45,60,90,25,1,0,0,yes
Car3,T2,50,60,90,24,1,0,0,yes
Car3,T2,55,60,90,23,1,0,0,yes
Car3,T2,60,60,90,20,1,1,0,yes
Car3,T3,5,60,90,200,1,1,0,no
Car3,T3,10,60,90,200,1,1,0,no
Car3,T3,15,60,90,195,1,1,0,no
Car3,T3,20,60,90,195,1,1,0,no
Car3,T3,25,60,90,194,1,1,0,no
Car3,T3,30,60,90,191,1,1,0,no
Car3,T3,35,60,100,190,1,1,0,no
Car3,T3,40,60,100,184,1,1,0,no
Car3,T3,45,60,100,181,1,1,0,no
Car3,T3,50,60,100,173,1,1,0,no
Car3,T3,55,60,100,173,1,1,0,no
Car3,T3,60,60,135,172,1,0,1,no
Car3,T4,5,50,135,172,0,0,1,no
Car3,T4,10,50,140,171,0,0,1,no
Car3,T4,15,50,140,168,0,0,1,no
Car3,T4,20,50,145,167,0,0,1,no
Car3,T4,25,50,150,165,0,0,1,no
Car3,T4,30,50,150,162,0,0,1,no
Car3,T4,35,50,150,162,0,0,1,no
Car3,T4,40,50,150,160,0,0,1,no
Car3,T4,45,50,150,160,0,0,1,no
Car3,T4,50,50,150,158,0,0,1,no
Car3,T4,55,50,150,158,0,0,1,no
Car3,T4,60,50,155,157,0,0,0,no
Car3,T5,5,40,160,157,1,0,0,no
Car3,T5,10,40,160,157,1,0,0,no
Car3,T5,15,40,160,156,1,0,0,no
Car3,T5,20,40,165,156,1,0,0,no
Car3,T5,25,40,170,145,1,0,0,no
Car3,T5,30,40,170,145,1,0,0,no
Car3,T5,35,40,180,145,1,0,0,no
Car3,T5,40,40,180,143,1,0,0,no
Car3,T5,45,40,180,143,1,0,0,no
Car3,T5,50,40,180,120,1,0,0,no
Car3,T5,55,40,180,120,1,0,0,no
Car3,T5,60,40,200,118,1,0,0,no
Car3,T6,5,40,200,118,1,0,0,no
Car3,T6,10,40,200,100,1,0,0,no
Car3,T6,15,40,210,100,1,0,0,no
Car3,T6,20,30,215,95,1,0,0,no
Car3,T6,25,30,220,95,1,0,0,no
Car3,T6,30,30,220,95,1,0,0,no
Car3,T6,35,30,225,80,1,0,0,no
Car3,T6,40,30,225,80,1,0,0,no
Car3,T6,45,30,230,74,1,0,0,no
Car3,T6,50,30,230,74,1,0,0,no
Car3,T6,55,30,235,71,1,0,0,no
Car3,T6,60,30,240,70,1,-1,0,no
Car3,T7,5,30,80,200,1,-1,0,no
Car3,T7,10,30,80,200,1,-1,0,no
Car3,T7,15,30,80,195,1,-1,0,no
Car3,T7,20,30,80,195,1,-1,0,no
Car3,T7,25,30,80,194,1,-1,0,no
Car3,T7,30,30,80,191,1,-1,0,no
Car3,T7,35,30,80,190,1,-1,0,no
Car3,T7,40,30,80,184,1,-1,0,no
Car3,T7,45,30,90,181,1,-1,0,no
Car3,T7,50,20,90,173,1,-1,0,no
Car3,T7,55,20,90,173,1,-1,0,no
Car3,T7,60,20,90,172,1,0,0,no
Car3,T8,5,20,90,172,1,0,0,no
Car3,T8,10,20,90,171,1,0,0,no
Car3,T8,15,20,90,168,1,0,0,no
Car3,T8,20,20,90,167,1,0,0,no
Car3,T8,25,20,90,165,1,0,0,no
Car3,T8,30,60,90,162,1,0,0,no
Car3,T8,35,60,100,162,1,0,0,no
Car3,T8,40,60,100,160,1,0,0,no
Car3,T8,45,60,100,160,1,0,0,no
Car3,T8,50,60,100,158,1,0,0,no
Car3,T8,55,60,100,158,1,0,0,no
Car3,T8,60,60,135,157,1,0,1,no
Car3,T9,5,60,135,157,1,0,1,no
Car3,T9,10,60,140,157,1,0,1,no
Car3,T9,15,60,140,156,1,0,1,no
Car3,T9,20,60,145,156,1,0,1,no
Car3,T9,25,60,150,145,1,0,1,no
Car3,T9,30,60,150,145,1,0,1,no
Car3,T9,35,60,150,145,1,0,1,no
Car3,T9,40,60,150,143,1,0,1,no
Car3,T9,45,60,150,143,1,0,1,no
Car3,T9,50,60,150,120,1,0,1,no
Car3,T9,55,60,150,120,1,0,1,no
Car3,T9,60,60,155,118,1,1,0,no
Car3,T10,5,60,160,118,0,0,0,no
Car3,T10,10,60,160,100,0,0,0,no
Car3,T10,15,60,160,100,0,0,0,no
Car3,T10,20,60,165,95,0,0,0,no
Car3,T10,25,60,170,95,0,0,0,no
Car3,T10,30,50,170,95,0,0,0,no
Car3,T10,35,50,180,80,0,0,0,no
Car3,T10,40,50,180,80,0,0,0,no
Car3,T10,45,50,180,74,0,0,0,no
Car3,T10,50,50,180,74,0,0,0,no
Car3,T10,55,50,180,71,0,0,0,no
Car3,T10,60,50,200,70,0,0,0,no
Car4,T1,5,50,90,200,1,0,0,no
Car4,T1,10,50,90,200,1,-1,0,no
Car4,T1,15,50,90,195,1,-1,0,no
Car4,T1,20,50,90,195,1,-1,0,no
Car4,T1,25,50,90,194,1,-1,0,no
Car4,T1,30,40,90,191,1,-1,0,no
Car4,T1,35,40,100,190,1,-1,0,no
Car4,T1,40,40,100,184,1,-1,0,no
Car4,T1,45,40,100,181,1,-1,0,no
Car4,T1,50,40,100,173,1,-1,0,no
Car4,T1,55,40,100,173,1,-1,0,no
Car4,T1,60,30,135,172,1,-1,0,no
Car4,T2,5,30,135,172,0,-1,0,no
Car4,T2,10,30,140,171,0,0,0,no
Car4,T2,15,30,140,168,0,0,0,no
Car4,T2,20,30,145,167,0,0,0,no
Car4,T2,25,30,150,165,0,0,0,no
Car4,T2,30,30,150,162,0,0,0,no
Car4,T2,35,30,150,162,0,0,0,no
Car4,T2,40,30,150,160,0,0,0,no
Car4,T2,45,30,150,160,0,0,0,no
Car4,T2,50,30,150,158,0,0,0,no
Car4,T2,55,30,150,158,0,0,0,no
Car4,T2,60,30,155,157,0,0,0,no
Car4,T3,5,30,160,157,1,0,0,yes
Car4,T3,10,30,160,157,1,0,1,yes
Car4,T3,15,30,160,156,1,0,1,yes
Car4,T3,20,20,165,156,1,0,1,yes
Car4,T3,25,20,170,145,1,0,1,yes
Car4,T3,30,20,170,145,1,0,1,yes
Car4,T3,35,20,180,145,1,0,1,yes
Car4,T3,40,20,180,143,1,0,1,yes
Car4,T3,45,20,180,143,1,0,1,yes
Car4,T3,50,20,180,120,1,0,1,yes
Car4,T3,55,20,180,120,1,0,1,yes
Car4,T3,60,20,200,118,1,0,1,yes
Car4,T4,5,60,200,118,1,0,0,no
Car4,T4,10,60,200,100,1,0,0,no
Car4,T4,15,60,210,100,1,0,0,no
Car4,T4,20,60,215,95,1,0,0,no
Car4,T4,25,60,220,95,1,0,0,no
Car4,T4,30,60,220,95,1,0,0,no
Car4,T4,35,60,225,80,1,0,0,no
Car4,T4,40,60,225,80,1,0,0,no
Car4,T4,45,60,230,74,1,0,0,no
Car4,T4,50,60,230,74,1,0,0,no
Car4,T4,55,60,235,71,1,0,0,no
Car4,T4,60,60,240,70,1,0,0,no
Car4,T5,5,60,80,200,1,0,0,no
Car4,T5,10,60,80,200,1,0,0,no
Car4,T5,15,50,80,195,1,0,0,no
Car4,T5,20,50,80,195,1,0,0,no
Car4,T5,25,50,80,194,1,0,0,no
Car4,T5,30,50,80,191,1,0,0,no
Car4,T5,35,50,80,190,1,0,0,no
Car4,T5,40,50,80,184,1,0,0,no
Car4,T5,45,50,90,181,1,0,0,no
Car4,T5,50,50,90,173,1,0,0,no
Car4,T5,55,50,90,173,1,0,0,no
Car4,T5,60,50,90,172,1,0,0,no
Car4,T6,5,50,90,172,1,0,0,no
Car4,T6,10,50,90,171,1,0,0,no
Car4,T6,15,50,90,168,1,0,0,no
Car4,T6,20,50,90,167,1,0,0,no
Car4,T6,25,50,90,165,1,0,0,no
Car4,T6,30,50,90,162,1,0,0,no
Car4,T6,35,50,100,162,1,0,0,no
Car4,T6,40,50,100,160,1,0,0,no
Car4,T6,45,50,100,160,1,0,0,no
Car4,T6,50,50,100,158,1,0,0,no
Car4,T6,55,50,100,158,1,0,0,no
Car4,T6,60,50,135,157,1,0,0,no
Car4,T7,5,40,135,157,1,1,0,no
Car4,T7,10,40,140,157,1,1,0,no
Car4,T7,15,40,140,156,1,1,0,no
Car4,T7,20,40,145,156,1,1,0,no
Car4,T7,25,40,150,145,1,1,0,no
Car4,T7,30,40,150,145,1,1,0,no
Car4,T7,35,40,150,145,1,1,0,no
Car4,T7,40,40,150,143,1,1,0,no
Car4,T7,45,40,150,143,1,1,0,no
Car4,T7,50,40,150,120,1,1,0,no
Car4,T7,55,40,150,120,1,1,0,no
Car4,T7,60,40,155,118,1,1,0,no
Car4,T8,5,40,160,118,0,0,1,no
Car4,T8,10,40,160,100,0,0,1,no
Car4,T8,15,40,160,100,0,0,1,no
Car4,T8,20,30,165,95,0,0,1,no
Car4,T8,25,30,170,95,0,0,1,no
Car4,T8,30,30,170,95,0,0,1,no
Car4,T8,35,30,180,80,0,0,1,no
Car4,T8,40,30,180,80,0,0,1,no
Car4,T8,45,30,180,74,0,0,1,no
Car4,T8,50,30,180,74,0,0,1,no
Car4,T8,55,30,180,71,0,0,1,no
Car4,T8,60,30,200,70,0,0,1,no
Car4,T9,5,30,200,65,1,0,0,no
Car4,T9,10,30,200,61,1,0,0,no
Car4,T9,15,30,210,60,1,0,0,no
Car4,T9,20,30,215,54,1,0,0,no
Car4,T9,25,30,220,51,1,0,0,no
Car4,T9,30,30,220,50,1,0,0,no
Car4,T9,35,30,225,45,1,0,0,no
Car4,T9,40,30,225,45,1,0,0,no
Car4,T9,45,30,230,43,1,0,0,no
Car4,T9,50,20,230,41,1,0,0,no
Car4,T9,55,20,235,40,1,0,0,no
Car4,T9,60,20,240,35,1,0,0,no
Car4,T10,5,20,80,35,1,0,0,no
Car4,T10,10,20,80,34,1,0,0,no
Car4,T10,15,20,80,34,1,0,0,no
Car4,T10,20,20,80,33,1,0,0,no
Car4,T10,25,20,80,32,1,0,0,no
Car4,T10,30,60,80,30,1,0,0,no
Car4,T10,35,60,80,26,1,0,0,no
Car4,T10,40,60,80,26,1,0,0,no
Car4,T10,45,60,90,25,1,0,0,no
Car4,T10,50,60,90,24,1,0,0,no
Car4,T10,55,60,90,23,1,0,0,no
Car4,T10,60,60,90,20,1,0,0,no
Car5,T1,5,60,135,157,1,0,1,yes
Car5,T1,10,60,140,157,1,0,1,yes
Car5,T1,15,60,140,156,1,0,1,yes
Car5,T1,20,60,145,156,1,0,1,yes
Car5,T1,25,60,150,145,1,0,1,yes
Car5,T1,30,60,150,145,1,0,1,yes
Car5,T1,35,60,150,145,1,0,1,yes
Car5,T1,40,60,150,143,1,0,1,yes
Car5,T1,45,60,150,143,1,0,1,yes
Car5,T1,50,60,150,120,1,0,1,yes
Car5,T1,55,60,150,120,1,0,1,yes
Car5,T1,60,60,155,118,1,0,1,yes
Car5,T2,5,60,160,118,1,0,0,no
Car5,T2,10,60,160,100,1,0,0,no
Car5,T2,15,60,160,100,1,0,0,no
Car5,T2,20,60,165,95,1,0,0,no
Car5,T2,25,60,170,95,1,0,0,no
Car5,T2,30,50,170,95,1,0,0,no
Car5,T2,35,50,180,80,1,0,0,no
Car5,T2,40,50,180,80,1,0,0,no
Car5,T2,45,50,180,74,1,0,0,no
Car5,T2,50,50,180,74,1,0,0,no
Car5,T2,55,50,180,71,1,0,0,no
Car5,T2,60,50,200,70,1,0,0,no
Car5,T3,5,40,200,65,1,0,0,no
Car5,T3,10,40,200,61,1,0,0,no
Car5,T3,15,40,210,60,1,0,0,no
Car5,T3,20,40,215,54,1,0,0,no
Car5,T3,25,40,220,51,1,0,0,no
Car5,T3,30,40,220,50,1,0,0,no
Car5,T3,35,40,225,45,1,0,0,no
Car5,T3,40,40,225,45,1,0,0,no
Car5,T3,45,40,230,43,1,0,0,no
Car5,T3,50,40,230,41,1,0,0,no
Car5,T3,55,40,235,40,1,0,0,no
Car5,T3,60,40,240,35,1,0,0,no
Car5,T4,5,40,80,35,0,-1,0,no
Car5,T4,10,40,80,34,0,-1,0,no
Car5,T4,15,40,80,34,0,-1,0,no
Car5,T4,20,30,80,33,0,-1,0,no
Car5,T4,25,30,80,32,0,-1,0,no
Car5,T4,30,30,80,30,0,-1,0,no
Car5,T4,35,30,80,26,0,-1,0,no
Car5,T4,40,30,80,26,0,-1,0,no
Car5,T4,45,30,90,25,0,-1,0,no
Car5,T4,50,30,90,24,0,-1,0,no
Car5,T4,55,30,90,23,0,-1,0,no
Car5,T4,60,30,90,20,0,-1,0,no
Car5,T5,5,30,90,200,1,0,0,no
Car5,T5,10,30,90,200,1,0,0,no
Car5,T5,15,30,90,195,1,0,0,no
Car5,T5,20,30,90,195,1,0,0,no
Car5,T5,25,30,90,194,1,0,0,no
Car5,T5,30,30,90,191,1,0,0,no
Car5,T5,35,30,100,190,1,0,0,no
Car5,T5,40,30,100,184,1,0,0,no
Car5,T5,45,30,100,181,1,0,0,no
Car5,T5,50,20,100,173,1,0,0,no
Car5,T5,55,20,100,173,1,0,0,no
Car5,T5,60,20,135,172,1,0,0,no
Car5,T6,5,20,135,172,1,0,1,no
Car5,T6,10,20,140,171,1,0,1,no
Car5,T6,15,20,140,168,1,0,1,no
Car5,T6,20,20,145,167,1,0,1,no
Car5,T6,25,20,150,165,1,0,1,no
Car5,T6,30,20,150,162,1,0,1,no
Car5,T6,35,20,150,162,1,0,1,no
Car5,T6,40,20,150,160,1,0,1,no
Car5,T6,45,20,150,160,1,0,1,no
Car5,T6,50,20,150,158,1,0,1,no
Car5,T6,55,20,150,158,1,0,1,no
Car5,T6,60,20,155,157,1,0,1,no
Car5,T7,5,60,160,157,1,0,0,no
Car5,T7,10,60,160,157,1,0,0,no
Car5,T7,15,60,160,156,1,0,0,no
Car5,T7,20,60,165,156,1,0,0,no
Car5,T7,25,60,170,145,1,0,0,no
Car5,T7,30,60,170,145,1,0,0,no
Car5,T7,35,60,180,145,1,0,0,no
Car5,T7,40,60,180,143,1,0,0,no
Car5,T7,45,60,180,143,1,0,0,no
Car5,T7,50,60,180,120,1,0,0,no
Car5,T7,55,60,180,120,1,0,0,no
Car5,T7,60,60,200,118,1,0,0,no
Car5,T8,5,60,200,118,1,0,0,no
Car5,T8,10,60,200,100,1,0,0,no
Car5,T8,15,60,210,100,1,0,0,no
Car5,T8,20,60,215,95,1,0,0,no
Car5,T8,25,60,220,95,1,0,0,no
Car5,T8,30,50,220,95,1,0,0,no
Car5,T8,35,50,225,80,1,0,0,no
Car5,T8,40,50,225,80,1,0,0,no
Car5,T8,45,50,230,74,1,0,0,no
Car5,T8,50,50,230,74,1,0,0,no
Car5,T8,55,50,235,71,1,0,0,no
Car5,T8,60,50,240,70,1,0,0,no
Car5,T9,5,50,80,200,1,0,0,no
Car5,T9,10,50,80,200,1,0,0,no
Car5,T9,15,50,80,195,1,0,0,no
Car5,T9,20,50,80,195,1,0,0,no
Car5,T9,25,50,80,194,1,0,0,no
Car5,T9,30,40,80,191,1,0,0,no
Car5,T9,35,40,80,190,1,0,0,no
Car5,T9,40,40,80,184,1,0,0,no
Car5,T9,45,40,90,181,1,0,0,no
Car5,T9,50,40,90,173,1,0,0,no
Car5,T9,55,40,90,173,1,0,0,no
Car5,T9,60,30,90,172,1,0,0,no
Car5,T10,5,30,90,172,0,1,0,yes
Car5,T10,10,30,90,171,0,1,0,yes
Car5,T10,15,30,90,168,0,1,0,yes
Car5,T10,20,30,90,167,0,1,0,yes
Car5,T10,25,30,90,165,0,1,0,yes
Car5,T10,30,30,90,162,0,1,0,yes
Car5,T10,35,30,100,162,0,1,0,yes
