CAR_ID,TRIPS,TIME_INTERVAL,IGNITION_TIMING,FUEL_EJECTORS,POWER_STEERING,PCV_VALVE,TRANSMISSION
Car1,T6,5,12,1,1,1,1
Car1,T6,10,12,1,1,1,1
Car1,T6,15,12,1,1,1,1
Car1,T6,20,13,1,1,1,1
Car1,T6,25,14,1,1,1,1
Car1,T6,30,15,1,1,1,1
Car1,T6,35,16,1,1,1,1
Car1,T6,40,17,1,1,1,1
Car1,T6,45,18,1,1,1,1
Car1,T6,50,19,1,1,1,1
Car1,T6,55,20,1,1,1,1
Car1,T6,60,21,1,1,1,1
Car1,T7,5,12,1,1,1,1
Car1,T7,10,12,1,1,1,1
Car1,T7,15,12,1,1,1,1
Car1,T7,20,13,1,1,1,1
Car1,T7,25,14,1,1,1,1
Car1,T7,30,15,1,1,1,1
Car1,T7,35,16,1,1,1,1
Car1,T7,40,17,1,1,1,1
Car1,T7,45,18,1,1,1,1
Car1,T7,50,19,1,1,1,1
Car1,T7,55,20,1,1,1,1
Car1,T7,60,21,1,1,1,1
Car1,T8,5,12,1,1,0,1
Car1,T8,10,12,1,1,0,1
Car1,T8,15,12,1,1,0,1
Car1,T8,20,13,1,1,0,1
Car1,T8,25,14,1,1,0,1
Car1,T8,30,15,1,1,0,1
Car1,T8,35,16,1,1,0,1
Car1,T8,40,17,1,1,0,1
Car1,T8,45,18,1,1,0,1
Car1,T8,50,19,1,1,0,1
Car1,T8,55,20,1,1,0,1
Car1,T8,60,21,1,1,0,1
Car1,T9,5,12,1,1,1,1
Car1,T9,10,12,1,1,1,1
Car1,T9,15,12,1,1,1,1
Car1,T9,20,13,1,1,1,1
Car1,T9,25,14,1,1,1,1
Car1,T9,30,15,1,1,1,1
Car1,T9,35,16,1,1,1,1
Car1,T9,40,17,1,1,1,1
Car1,T9,45,18,1,1,1,1
Car1,T9,50,19,1,1,1,1
Car1,T9,55,20,1,1,1,1
Car1,T9,60,21,1,1,1,1
Car1,T10,5,12,1,1,1,1
Car1,T10,10,12,1,1,1,1
Car1,T10,15,12,1,1,1,1
Car1,T10,20,13,1,1,1,1
Car1,T10,25,14,1,1,1,1
Car1,T10,30,15,1,1,1,1
Car1,T10,35,16,1,1,1,1
Car1,T10,40,17,1,1,1,1
Car1,T10,45,18,1,1,1,1
Car1,T10,50,19,1,1,1,1
Car1,T10,55,22,1,1,1,1
Car1,T10,60,24,1,1,1,1
Car2,T1,5,12,0,0,1,1
Car2,T1,10,12,0,0,1,1
Car2,T1,15,12,0,0,1,1
Car2,T1,20,13,0,0,1,1
Car2,T1,25,14,0,0,1,1
Car2,T1,30,15,0,0,1,1
Car2,T1,35,16,0,0,1,1
Car2,T1,40,17,0,0,1,1
Car2,T1,45,18,0,0,1,1
Car2,T1,50,19,0,0,1,1
Car2,T1,55,20,0,0,1,1
Car2,T1,60,21,0,0,1,1
Car2,T2,5,12,0,0,0,1
Car2,T2,10,12,0,0,0,1
Car2,T2,15,12,0,0,0,1
Car2,T2,20,13,0,0,0,1
Car2,T2,25,14,0,0,0,1
Car2,T2,30,15,0,0,0,1
Car2,T2,35,16,0,0,0,1
Car2,T2,40,17,0,0,0,1
Car2,T2,45,18,0,0,0,1
Car2,T2,50,19,0,0,0,1
Car2,T2,55,20,0,0,0,1
Car2,T2,60,21,0,0,0,1
Car2,T3,5,12,0,0,1,1
Car2,T3,10,12,0,0,1,1
Car2,T3,15,12,0,0,1,1
Car2,T3,20,13,0,0,1,1
Car2,T3,25,14,0,0,1,1
Car2,T3,30,15,0,0,1,1
Car2,T3,35,16,0,0,1,1
Car2,T3,40,17,0,0,1,1
Car2,T3,45,18,0,0,1,1
Car2,T3,50,19,0,0,1,1
Car2,T3,55,20,0,0,1,1
Car2,T3,60,21,0,0,1,1
Car2,T4,5,12,0,0,1,1
Car2,T4,10,12,0,0,1,1
Car2,T4,15,12,0,0,1,1
Car2,T4,20,13,0,0,1,1
Car2,T4,25,14,0,0,1,1
Car2,T4,30,15,0,0,1,1
Car2,T4,35,16,0,0,1,1
Car2,T4,40,17,0,0,1,1
Car2,T4,45,18,0,0,1,1
Car2,T4,50,19,0,0,1,1
Car2,T4,55,20,0,0,1,1
Car2,T4,60,21,0,0,1,1
Car2,T5,5,12,0,0,1,1
Car2,T5,10,12,0,0,1,1
Car2,T5,15,12,0,0,1,1
Car2,T5,20,13,0,0,1,1
Car2,T5,25,14,0,0,1,1
Car2,T5,30,15,0,0,1,1
Car2,T5,35,16,0,0,1,1
Car2,T5,40,17,0,0,1,1
Car2,T5,45,18,0,0,1,1
Car2,T5,50,19,0,0,1,1
Car2,T5,55,20,0,0,1,1
Car2,T5,60,21,0,0,1,1
Car2,T6,5,12,0,0,1,1
Car2,T6,10,12,0,0,1,1
Car2,T6,15,12,0,0,1,1
Car2,T6,20,13,0,0,1,1
Car2,T6,25,14,0,0,1,1
Car2,T6,30,15,0,0,1,1
Car2,T6,35,16,0,0,1,1
Car2,T6,40,17,0,0,1,1
Car2,T6,45,18,0,0,1,1
Car2,T6,50,19,0,0,1,1
Car2,T6,55,20,0,0,1,1
Car2,T6,60,21,0,0,1,1
Car2,T7,5,12,0,0,0,1
Car2,T7,10,12,0,0,0,1
Car2,T7,15,12,0,0,0,1
Car2,T7,20,13,0,0,0,1
Car2,T7,25,14,0,0,0,1
Car2,T7,30,15,0,0,0,1
Car2,T7,35,16,0,0,0,1
Car2,T7,40,17,0,0,0,1
Car2,T7,45,18,0,0,0,1
Car2,T7,50,19,0,0,0,1
Car2,T7,55,20,0,0,0,1
Car2,T7,60,21,0,0,0,1
Car2,T8,5,12,0,0,1,1
Car2,T8,10,12,0,0,1,1
Car2,T8,15,12,0,0,1,1
Car2,T8,20,13,0,0,1,1
Car2,T8,25,14,0,0,1,1
Car2,T8,30,15,0,0,1,1
Car2,T8,35,16,0,0,1,1
Car2,T8,40,17,0,0,1,1
Car2,T8,45,18,0,0,1,1
Car2,T8,50,19,0,0,1,1
Car2,T8,55,20,0,0,1,1
Car2,T8,60,21,0,0,1,1
Car2,T9,5,12,0,0,1,1
Car2,T9,10,12,0,0,1,1
Car2,T9,15,12,0,0,1,1
Car2,T9,20,13,0,0,1,1
Car2,T9,25,14,0,0,1,1
Car2,T9,30,15,0,0,1,1
Car2,T9,35,16,0,0,1,1
Car2,T9,40,17,0,0,1,1
Car2,T9,45,18,0,0,1,1
Car2,T9,50,19,0,0,1,1
Car2,T9,55,20,0,0,1,1
Car2,T9,60,21,0,0,1,1
Car2,T10,5,12,0,0,1,1
Car2,T10,10,12,0,0,1,1
Car2,T10,15,12,0,0,1,1
Car2,T10,20,13,0,0,1,1
Car2,T10,25,14,0,0,1,1
Car2,T10,30,15,0,0,1,1
Car2,T10,35,16,0,0,1,1
Car2,T10,40,17,0,0,1,1
Car2,T10,45,18,0,0,1,1
Car2,T10,50,19,0,0,1,1
Car2,T10,55,20,0,0,1,1
Car2,T10,60,21,0,0,1,1
Car3,T1,5,12,1,1,1,1
Car3,T1,10,12,1,1,1,1
Car3,T1,15,12,1,1,1,1
Car3,T1,20,13,1,1,1,1
Car3,T1,25,14,1,1,1,1
Car3,T1,30,15,1,1,1,1
Car3,T1,35,16,1,1,1,1
Car3,T1,40,17,1,1,1,1
Car3,T1,45,18,1,1,1,1
Car3,T1,50,19,1,1,1,1
Car3,T1,55,20,1,1,1,1
Car3,T1,60,21,1,1,1,1
Car3,T2,5,12,1,1,1,1
Car3,T2,10,12,1,1,1,1
Car3,T2,15,12,1,1,1,1
Car3,T2,20,13,1,1,1,1
Car3,T2,25,14,1,1,1,1
Car3,T2,30,15,1,1,1,1
Car3,T2,35,16,1,1,1,1
Car3,T2,40,17,1,1,1,1
Car3,T2,45,18,1,1,1,1
Car3,T2,50,19,1,1,1,1
Car3,T2,55,20,1,1,1,1
Car3,T2,60,21,1,1,1,1
Car3,T3,5,12,1,1,1,1
Car3,T3,10,12,1,1,1,1
Car3,T3,15,12,1,1,1,1
Car3,T3,20,13,1,1,1,1
Car3,T3,25,14,1,1,1,1
Car3,T3,30,15,1,1,1,1
Car3,T3,35,16,1,1,1,1
Car3,T3,40,17,1,1,1,1
Car3,T3,45,18,1,1,1,1
Car3,T3,50,19,1,1,1,1
Car3,T3,55,20,1,1,1,1
Car3,T3,60,21,1,1,1,1
Car3,T4,5,12,1,1,0,1
Car3,T4,10,12,1,1,0,1
Car3,T4,15,12,1,1,0,1
Car3,T4,20,13,1,1,0,1
Car3,T4,25,14,1,1,0,1
Car3,T4,30,15,1,1,0,1
Car3,T4,35,16,1,1,0,1
Car3,T4,40,17,1,1,0,1
Car3,T4,45,18,1,1,0,1
Car3,T4,50,19,1,1,0,1
Car3,T4,55,20,1,1,0,1
Car3,T4,60,21,1,1,0,1
Car3,T5,5,12,0,0,1,1
Car3,T5,10,12,0,0,1,1
Car3,T5,15,12,0,0,1,1
Car3,T5,20,13,0,0,1,1
Car3,T5,25,14,0,0,1,1
Car3,T5,30,15,0,0,1,1
Car3,T5,35,16,0,0,1,1
Car3,T5,40,17,0,0,1,1
Car3,T5,45,18,0,0,1,1
Car3,T5,50,19,0,0,1,1
Car3,T5,55,20,0,0,1,1
Car3,T5,60,21,0,0,1,1
Car3,T6,5,12,0,0,1,1
Car3,T6,10,12,0,0,1,1
Car3,T6,15,12,0,0,1,1
Car3,T6,20,13,0,0,1,1
Car3,T6,25,14,0,0,1,1
Car3,T6,30,15,0,0,1,1
Car3,T6,35,16,0,0,1,1
Car3,T6,40,17,0,0,1,1
Car3,T6,45,18,0,0,1,1
Car3,T6,50,19,0,0,1,1
Car3,T6,55,20,0,0,1,1
Car3,T6,60,21,0,0,1,1
Car3,T7,5,12,0,0,1,1
Car3,T7,10,12,0,0,1,1
Car3,T7,15,12,0,0,1,1
Car3,T7,20,13,0,0,1,1
Car3,T7,25,14,0,0,1,1
Car3,T7,30,15,0,0,1,1
Car3,T7,35,16,0,0,1,1
Car3,T7,40,17,0,0,1,1
Car3,T7,45,18,0,0,1,1
Car3,T7,50,19,0,0,1,1
Car3,T7,55,20,0,0,1,1
Car3,T7,60,21,0,0,1,1
Car3,T8,5,12,0,0,1,1
Car3,T8,10,12,0,0,1,1
Car3,T8,15,12,0,0,1,1
Car3,T8,20,13,0,0,1,1
Car3,T8,25,14,0,0,1,1
Car3,T8,30,15,0,0,1,1
Car3,T8,35,16,0,0,1,1
Car3,T8,40,17,0,0,1,1
Car3,T8,45,18,0,0,1,1
Car3,T8,50,19,0,0,1,1
Car3,T8,55,20,0,0,1,1
Car3,T8,60,21,0,0,1,1
Car3,T9,5,12,0,0,1,1
Car3,T9,10,12,0,0,1,1
Car3,T9,15,12,0,0,1,1
Car3,T9,20,13,0,0,1,1
Car3,T9,25,14,0,0,1,1
Car3,T9,30,15,0,0,1,1
Car3,T9,35,16,0,0,1,1
Car3,T9,40,17,0,0,1,1
Car3,T9,45,18,0,0,1,1
Car3,T9,50,19,0,0,1,1
Car3,T9,55,20,0,0,1,1
Car3,T9,60,21,0,0,1,1
Car3,T10,5,14,0,0,0,1
Car3,T10,10,15,0,0,0,1
Car3,T10,15,16,0,0,0,1
Car3,T10,20,17,0,0,0,1
Car3,T10,25,19,0,0,0,1
Car3,T10,30,21,0,0,0,1
Car3,T10,35,22,0,0,0,1
Car3,T10,40,24,0,0,0,1
Car3,T10,45,25,0,0,0,1
Car3,T10,50,26,0,0,0,1
Car3,T10,55,27,0,0,0,1
Car3,T10,60,30,0,0,0,1
Car4,T1,5,12,0,0,1,1
Car4,T1,10,12,0,0,1,1
Car4,T1,15,12,0,0,1,1
Car4,T1,20,13,0,0,1,1
Car4,T1,25,14,0,0,1,1
Car4,T1,30,15,0,0,1,1
Car4,T1,35,16,0,0,1,1
Car4,T1,40,17,0,0,1,1
Car4,T1,45,18,0,0,1,1
Car4,T1,50,19,0,0,1,1
Car4,T1,55,20,1,1,1,1
Car4,T1,60,21,1,1,1,1
Car4,T2,5,12,1,1,0,1
Car4,T2,10,12,1,1,0,1
Car4,T2,15,12,1,1,0,1
Car4,T2,20,13,1,1,0,1
Car4,T2,25,14,1,1,0,1
Car4,T2,30,15,1,1,0,1
Car4,T2,35,16,1,1,0,1
Car4,T2,40,17,1,1,0,1
Car4,T2,45,18,1,1,0,1
Car4,T2,50,19,1,1,0,1
Car4,T2,55,20,1,1,0,1
Car4,T2,60,21,1,1,0,1
Car4,T3,5,14,1,1,1,1
Car4,T3,10,15,1,1,1,1
Car4,T3,15,16,1,1,1,1
Car4,T3,20,17,1,1,1,1
Car4,T3,25,19,1,1,1,1
Car4,T3,30,21,1,1,1,1
Car4,T3,35,22,1,1,1,1
Car4,T3,40,24,1,1,1,1
Car4,T3,45,25,1,1,1,1
Car4,T3,50,26,1,1,1,1
Car4,T3,55,27,1,1,1,1
Car4,T3,60,30,1,1,1,1
Car4,T4,5,14,1,1,1,1
Car4,T4,10,15,1,1,1,1
Car4,T4,15,16,1,1,1,1
Car4,T4,20,17,1,1,1,1
Car4,T4,25,19,1,1,1,1
Car4,T4,30,21,1,1,1,1
Car4,T4,35,22,1,1,1,1
Car4,T4,40,24,1,1,1,1
Car4,T4,45,25,1,1,1,1
Car4,T4,50,26,1,1,1,1
Car4,T4,55,27,1,1,1,1
Car4,T4,60,30,1,1,1,1
Car4,T5,5,14,1,1,1,1
Car4,T5,10,15,1,1,1,1
Car4,T5,15,16,1,1,1,1
Car4,T5,20,17,1,1,1,1
Car4,T5,25,19,1,1,1,1
Car4,T5,30,21,1,1,1,1
Car4,T5,35,22,1,1,1,1
Car4,T5,40,24,1,1,1,1
Car4,T5,45,25,1,1,1,1
Car4,T5,50,26,1,1,1,1
Car4,T5,55,27,1,1,1,1
Car4,T5,60,30,1,1,1,1
Car4,T6,5,12,1,1,1,1
Car4,T6,10,12,1,1,1,1
Car4,T6,15,12,1,1,1,1
Car4,T6,20,13,1,1,1,1
Car4,T6,25,14,1,1,1,1
Car4,T6,30,15,1,1,1,1
Car4,T6,35,16,1,1,1,1
Car4,T6,40,17,1,1,1,1
Car4,T6,45,18,1,1,1,1
Car4,T6,50,19,1,1,1,1
Car4,T6,55,20,1,1,1,1
Car4,T6,60,21,1,1,1,1
Car4,T7,5,12,1,1,1,1
Car4,T7,10,12,1,1,1,1
Car4,T7,15,12,1,1,1,1
Car4,T7,20,13,1,1,1,1
Car4,T7,25,14,1,1,1,1
Car4,T7,30,15,1,1,1,1
Car4,T7,35,16,1,1,1,1
Car4,T7,40,17,1,1,1,1
Car4,T7,45,18,1,1,1,1
Car4,T7,50,19,1,1,1,1
Car4,T7,55,20,1,1,1,1
Car4,T7,60,21,1,1,1,1
Car4,T8,5,12,1,1,0,1
Car4,T8,10,12,1,1,0,1
Car4,T8,15,12,1,1,0,1
Car4,T8,20,13,1,1,0,1
Car4,T8,25,14,1,1,0,1
Car4,T8,30,15,1,1,0,1
Car4,T8,35,16,1,1,0,1
Car4,T8,40,17,1,1,0,1
Car4,T8,45,18,1,1,0,1
Car4,T8,50,19,1,1,0,1
Car4,T8,55,20,1,1,0,1
Car4,T8,60,21,1,1,0,1
Car4,T9,5,12,0,0,1,1
Car4,T9,10,13,0,0,1,1
Car4,T9,15,14,0,0,1,1
Car4,T9,20,15,0,0,1,1
Car4,T9,25,16,0,0,1,1
Car4,T9,30,17,0,0,1,1
Car4,T9,35,18,0,0,1,1
Car4,T9,40,19,0,0,1,1
Car4,T9,45,20,0,0,1,1
Car4,T9,50,21,0,0,1,1
Car4,T9,55,22,0,0,1,1
Car4,T9,60,23,0,0,1,1
Car4,T10,5,12,0,0,1,1
Car4,T10,10,12,0,0,1,1
Car4,T10,15,12,0,0,1,1
Car4,T10,20,13,0,0,1,1
Car4,T10,25,14,0,0,1,1
Car4,T10,30,15,0,0,1,1
Car4,T10,35,16,0,0,1,1
Car4,T10,40,17,0,0,1,1
Car4,T10,45,18,0,0,1,1
Car4,T10,50,19,0,0,1,1
Car4,T10,55,20,0,0,1,1
Car4,T10,60,21,0,0,1,1
Car5,T1,5,14,0,0,1,1
Car5,T1,10,15,0,0,1,1
Car5,T1,15,16,0,0,1,1
Car5,T1,20,17,0,0,1,1
Car5,T1,25,19,0,0,1,1
Car5,T1,30,21,0,0,1,1
Car5,T1,35,22,0,0,1,1
Car5,T1,40,24,0,0,1,1
Car5,T1,45,25,0,0,1,1
Car5,T1,50,26,0,0,1,1
Car5,T1,55,27,0,0,1,1
Car5,T1,60,30,0,0,1,1
Car5,T2,5,14,0,0,1,1
Car5,T2,10,15,0,0,1,1
Car5,T2,15,16,0,0,1,1
Car5,T2,20,17,0,0,1,1
Car5,T2,25,19,0,0,1,1
Car5,T2,30,21,0,0,1,1
Car5,T2,35,22,0,0,1,1
Car5,T2,40,24,0,0,1,1
Car5,T2,45,25,0,0,1,1
Car5,T2,50,26,0,0,1,1
Car5,T2,55,27,0,0,1,1
Car5,T2,60,30,0,0,1,1
Car5,T3,5,14,0,0,1,1
Car5,T3,10,15,0,0,1,1
Car5,T3,15,16,0,0,1,1
Car5,T3,20,17,0,0,1,1
Car5,T3,25,19,0,0,1,1
Car5,T3,30,21,0,0,1,1
Car5,T3,35,22,0,0,1,1
Car5,T3,40,24,0,0,1,1
Car5,T3,45,25,0,0,1,1
Car5,T3,50,26,0,0,1,1
Car5,T3,55,27,0,0,1,1
Car5,T3,60,30,0,0,1,1
Car5,T4,5,14,0,0,0,1
Car5,T4,10,15,0,0,0,1
Car5,T4,15,16,0,0,0,1
Car5,T4,20,17,0,0,0,1
Car5,T4,25,19,0,0,0,1
Car5,T4,30,21,0,0,0,1
Car5,T4,35,22,0,0,0,1
Car5,T4,40,24,0,0,0,1
Car5,T4,45,25,0,0,0,1
Car5,T4,50,26,0,0,0,1
Car5,T4,55,27,0,0,0,1
Car5,T4,60,30,0,0,0,1
Car5,T5,5,12,1,1,1,1
Car5,T5,10,13,1,1,1,1
Car5,T5,15,14,1,1,1,1
Car5,T5,20,15,1,1,1,1
Car5,T5,25,16,1,1,1,1
Car5,T5,30,17,1,1,1,1
Car5,T5,35,18,1,1,1,1
Car5,T5,40,19,1,1,1,1
Car5,T5,45,20,1,1,1,1
Car5,T5,50,21,1,1,1,1
Car5,T5,55,22,1,1,1,1
Car5,T5,60,23,1,1,1,1
Car5,T6,5,12,1,1,1,1
Car5,T6,10,13,1,1,1,1
Car5,T6,15,14,1,1,1,1
Car5,T6,20,15,1,1,1,1
Car5,T6,25,16,1,1,1,1
Car5,T6,30,17,1,1,1,1
Car5,T6,35,18,1,1,1,1
Car5,T6,40,19,1,1,1,1
Car5,T6,45,20,1,1,1,1
Car5,T6,50,21,1,1,1,1
Car5,T6,55,22,1,1,1,1
Car5,T6,60,23,1,1,1,1
Car5,T7,5,12,1,1,1,1
Car5,T7,10,13,1,1,1,1
Car5,T7,15,14,1,1,1,1
Car5,T7,20,15,1,1,1,1
Car5,T7,25,16,1,1,1,1
Car5,T7,30,17,1,1,1,1
Car5,T7,35,18,1,1,1,1
Car5,T7,40,19,1,1,1,1
Car5,T7,45,20,1,1,1,1
Car5,T7,50,21,1,1,1,1
Car5,T7,55,22,1,1,1,1
Car5,T7,60,23,1,1,1,1
Car5,T8,5,12,1,1,1,1
Car5,T8,10,13,1,1,1,1
Car5,T8,15,14,1,1,1,1
Car5,T8,20,15,1,1,1,1
Car5,T8,25,16,1,1,1,1
Car5,T8,30,17,1,1,1,1
Car5,T8,35,18,1,1,1,1
Car5,T8,40,19,1,1,1,1
Car5,T8,45,20,1,1,1,1
Car5,T8,50,21,1,1,1,1
Car5,T8,55,22,1,1,1,1
Car5,T8,60,23,1,1,1,1
Car5,T9,5,12,1,1,1,1
Car5,T9,10,13,1,1,1,1
Car5,T9,15,14,1,1,1,1
Car5,T9,20,15,1,1,1,1
Car5,T9,25,16,1,1,1,1
Car5,T9,30,17,1,1,1,1
Car5,T9,35,18,1,1,1,1
Car5,T9,40,19,1,1,1,1
Car5,T9,45,20,1,1,1,1
Car5,T9,50,21,1,1,1,1
Car5,T9,55,22,1,1,1,1
Car5,T9,60,23,1,1,1,1
Car5,T10,5,12,1,1,0,1
Car5,T10,10,13,1,1,0,1
Car5,T10,15,14,1,1,0,1
Car5,T10,20,15,1,1,0,1
Car5,T10,25,16,1,1,0,1
Car5,T10,30,17,1,1,0,1
Car5,T10,35,18,1,1,0,1
Car5,T10,40,19,1,1,0,1
Car5,T10,45,20,1,1,0,1
Car5,T10,50,21,1,1,0,1
Car5,T10,55,22,1,1,0,1
Car5,T10,60,23,1,1,0,1
Car6,T1,5,12,1,1,1,1
Car6,T1,10,13,1,1,1,1
Car6,T1,15,14,1,1,1,1
Car6,T1,20,15,1,1,1,1
Car6,T1,25,16,1,1,1,1
Car6,T1,30,17,1,1,1,1
Car6,T1,35,18,1,1,1,1
Car6,T1,40,19,1,1,1,1
Car6,T1,45,20,1,1,1,1
Car6,T1,50,21,1,1,1,1
Car6,T1,55,22,1,1,1,1
Car6,T1,60,23,1,1,1,1
Car6,T2,5,12,0,0,1,1
Car6,T2,10,13,0,0,1,1
Car6,T2,15,14,0,0,1,1
Car6,T2,20,15,0,0,1,1
Car6,T2,25,16,0,0,1,1
Car6,T2,30,17,0,0,1,1
Car6,T2,35,18,0,0,1,1
Car6,T2,40,19,0,0,1,1
Car6,T2,45,20,0,0,1,1
Car6,T2,50,21,0,0,1,1
Car6,T2,55,22,0,0,1,1
Car6,T2,60,23,0,0,1,1
Car6,T3,5,12,0,0,1,1
Car6,T3,10,13,0,0,1,1
Car6,T3,15,14,0,0,1,1
Car6,T3,20,15,0,0,1,1
Car6,T3,25,16,0,0,1,1
Car6,T3,30,17,0,0,1,1
Car6,T3,35,18,0,0,1,1
Car6,T3,40,19,0,0,1,1
Car6,T3,45,20,0,0,1,1
Car6,T3,50,21,0,0,1,1
Car6,T3,55,22,0,0,1,1
Car6,T3,60,23,0,0,1,1
Car6,T4,5,12,0,0,1,1
Car6,T4,10,13,0,0,1,1
Car6,T4,15,14,0,0,1,1
Car6,T4,20,15,0,0,1,1
Car6,T4,25,16,0,0,1,1
Car6,T4,30,17,0,0,1,1
Car6,T4,35,18,0,0,1,1
Car6,T4,40,19,0,0,1,1
Car6,T4,45,20,0,0,1,1
Car6,T4,50,21,0,0,1,1
Car6,T4,55,22,0,0,1,1
Car6,T4,60,23,0,0,1,1
Car6,T5,5,12,0,0,1,1
Car6,T5,10,13,0,0,1,1
Car6,T5,15,14,0,0,1,1
Car6,T5,20,15,0,0,1,1
Car6,T5,25,16,0,0,1,1
Car6,T5,30,17,0,0,1,1
Car6,T5,35,18,0,0,1,1
Car6,T5,40,19,0,0,1,1
Car6,T5,45,20,0,0,1,1
Car6,T5,50,21,0,0,1,1
Car6,T5,55,22,0,0,1,1
Car6,T5,60,23,0,0,1,1
Car6,T6,5,12,1,1,0,1
Car6,T6,10,13,1,1,0,1
Car6,T6,15,14,1,1,0,1
Car6,T6,20,15,1,1,0,1
Car6,T6,25,16,1,1,0,1
Car6,T6,30,17,1,1,0,1
Car6,T6,35,18,1,1,0,1
Car6,T6,40,19,1,1,0,1
Car6,T6,45,20,1,1,0,1
Car6,T6,50,21,1,1,0,1
Car6,T6,55,22,1,1,0,1
Car6,T6,60,23,1,1,0,1
Car6,T7,5,14,1,1,1,1
Car6,T7,10,15,1,1,1,1
Car6,T7,15,16,1,1,1,1
Car6,T7,20,17,1,1,1,1
Car6,T7,25,19,1,1,1,1
Car6,T7,30,21,1,1,1,1
Car6,T7,35,22,1,1,1,1
Car6,T7,40,24,1,1,1,1
Car6,T7,45,25,1,1,1,1
Car6,T7,50,26,1,1,1,1
Car6,T7,55,27,1,1,1,1
Car6,T7,60,30,1,1,1,1
Car6,T8,5,14,1,1,1,1
Car6,T8,10,15,1,1,1,1
Car6,T8,15,16,1,1,1,1
Car6,T8,20,17,1,1,1,1
Car6,T8,25,19,1,1,1,1
Car6,T8,30,21,1,1,1,1
Car6,T8,35,22,1,1,1,1
Car6,T8,40,24,1,1,1,1
Car6,T8,45,25,1,1,1,1
Car6,T8,50,26,1,1,1,1
Car6,T8,55,27,1,1,1,1
Car6,T8,60,30,1,1,1,1
Car6,T9,5,14,1,1,1,1
Car6,T9,10,15,1,1,1,1
Car6,T9,15,16,1,1,1,1
Car6,T9,20,17,1,1,1,1
Car6,T9,25,19,1,1,1,1
Car6,T9,30,21,1,1,1,1
Car6,T9,35,22,1,1,1,1
Car6,T9,40,24,1,1,1,1
Car6,T9,45,25,1,1,1,1
Car6,T9,50,26,1,1,1,1
Car6,T9,55,27,1,1,1,1
Car6,T9,60,30,1,1,1,1
Car6,T10,5,12,1,1,0,1
Car6,T10,10,13,1,1,0,1
Car6,T10,15,14,1,1,0,1
Car6,T10,20,15,1,1,0,1
Car6,T10,25,16,1,1,0,1
Car6,T10,30,17,1,1,0,1
Car6,T10,35,18,1,1,0,1
Car6,T10,40,19,1,1,0,1
Car6,T10,45,20,1,1,0,1
Car6,T10,50,21,1,1,0,1
Car6,T10,55,22,1,1,0,1
Car6,T10,60,23,1,1,0,1
Car7,T1,5,12,1,1,1,1
Car7,T1,10,13,1,1,1,1
Car7,T1,15,14,1,1,1,1
Car7,T1,20,15,1,1,1,1
Car7,T1,25,16,1,1,1,1
Car7,T1,30,17,1,1,1,1
Car7,T1,35,18,1,1,1,1
Car7,T1,40,19,1,1,1,1
Car7,T1,45,20,1,1,1,1
